"","method","NA_Proportion","TPs","DECs","Sensitivity","Specificity","FDR","AUC","simulation","dataset","distribution","sampleSize","FPR","foldEffect","seed"
"182","voom",0,474,474,0.436708860759494,0.996776421828229,0.0633484162895928,0.904148583831006," 1","ciri","NB","5","0.1","1.5","267838020"
"183","edgeR-robust",0,474,474,0.451476793248945,0.994704121574948,0.0970464135021097,0.894428057760148," 1","ciri","NB","5","0.1","1.5","267838020"
"184","DESeq2",0.426994376171631,460,460,0.639871382636656,0.996311475409836,0.0432692307692308,0.736603968230121," 2","ciri","NB","5","0.1","1.5"," 30535620"
"185","voom",0,460,460,0.404347826086957,0.995392766643631,0.0970873786407767,0.891262281782399," 2","ciri","NB","5","0.1","1.5"," 30535620"
"186","edgeR-robust",0,460,460,0.452173913043478,0.996314213314904,0.0714285714285714,0.888592840759993," 2","ciri","NB","5","0.1","1.5"," 30535620"
"187","DESeq2",0.349397590361446,462,462,0.544117647058823,0.998209169054441,0.0263157894736842,0.768994600681182," 3","ciri","NB","5","0.1","1.5"," 10667539"
"188","voom",0,462,462,0.454545454545455,0.996553308823529,0.0666666666666667,0.912767877037177," 3","ciri","NB","5","0.1","1.5"," 10667539"
"189","edgeR-robust",0,462,462,0.491341991341991,0.997702205882353,0.0421940928270042,0.909863306117903," 3","ciri","NB","5","0.1","1.5"," 10667539"
"190","DESeq2",0.310703873386089,468,468,0.512968299711816,0.998987512656092,0.0165745856353591,0.762260441194451," 4","ciri","NB","5","0.1","1.5","169833744"
"191","voom",0,468,468,0.408119658119658,0.996077526534379,0.0817307692307692,0.905690298139538," 4","ciri","NB","5","0.1","1.5","169833744"
"192","edgeR-robust",0,468,468,0.435897435897436,0.997692662667282,0.0467289719626168,0.902670792264701," 4","ciri","NB","5","0.1","1.5","169833744"
"193","DESeq2",0.368388040978465,460,460,0.540880503144654,0.997410284868664,0.0391061452513966,0.731539088193585," 5","ciri","NB","5","0.1","1.5","267349656"
"194","voom",0,460,460,0.376086956521739,0.995373583159843,0.103626943005181,0.892840619939857," 5","ciri","NB","5","0.1","1.5","267349656"
"195","edgeR-robust",0,460,460,0.428260869565217,0.994679620633819,0.104545454545455,0.88467021693872," 5","ciri","NB","5","0.1","1.5","267349656"
"196","DESeq2",0.368399081611355,468,468,0.574850299401198,0.99888558692422,0.0153846153846154,0.756494777487144," 6","ciri","NB","5","0.1","1.5","218860233"
"197","voom",0,468,468,0.459401709401709,0.994679620633819,0.0966386554621849,0.905447605829285," 6","ciri","NB","5","0.1","1.5","218860233"
"198","edgeR-robust",0,468,468,0.459401709401709,0.996067545685866,0.0732758620689655,0.902792358899231," 6","ciri","NB","5","0.1","1.5","218860233"
"199","DESeq2",0.388203304747961,459,459,0.641744548286604,0.997311827956989,0.0328638497652582,0.748559329125243," 7","ciri","NB","5","0.1","1.5","262285600"
"200","voom",0,459,459,0.477124183006536,0.99560388708931,0.0798319327731092,0.917099926504613," 7","ciri","NB","5","0.1","1.5","262285600"
"201","edgeR-robust",0,459,459,0.505446623093682,0.994678389634428,0.0901960784313725,0.906130059612923," 7","ciri","NB","5","0.1","1.5","262285600"
"202","DESeq2",0.426666666666667,463,463,0.606918238993711,0.997124075595727,0.035,0.743289321728599," 8","ciri","NB","5","0.1","1.5"," 38316420"
"203","voom",0,463,463,0.436285097192225,0.995619091537929,0.085972850678733,0.906132923246702," 8","ciri","NB","5","0.1","1.5"," 38316420"
"204","edgeR-robust",0,463,463,0.447084233261339,0.996080239797095,0.0758928571428571,0.900380024013572," 8","ciri","NB","5","0.1","1.5"," 38316420"
"205","DESeq2",0.426525529265255,464,464,0.572347266881029,0.99836867862969,0.021978021978022,0.730938554321829," 9","ciri","NB","5","0.1","1.5"," 25088220"
"206","voom",0,464,464,0.400862068965517,0.995406522737712,0.0970873786407767,0.899865165602776," 9","ciri","NB","5","0.1","1.5"," 25088220"
"207","edgeR-robust",0,464,464,0.4375,0.995865870463941,0.081447963800905,0.899299395720145," 9","ciri","NB","5","0.1","1.5"," 25088220"
"208","DESeq2",0.48489932885906,456,456,0.669934640522876,0.995813953488372,0.0420560747663551,0.744942968215994,"10","ciri","NB","5","0.1","1.5","146531030"
"209","voom",0,456,456,0.449561403508772,0.99443413729128,0.104803493449782,0.912123551573738,"10","ciri","NB","5","0.1","1.5","146531030"
"210","edgeR-robust",0,456,456,0.484649122807018,0.993970315398887,0.105263157894737,0.905433734498583,"10","ciri","NB","5","0.1","1.5","146531030"
"211","DESeq2",0.329592684954281,464,464,0.57566765578635,0.997230875735549,0.0396039603960396,0.757086591536339,"11","ciri","NB","5","0.1","1.5","167848135"
"212","voom",0,464,464,0.415948275862069,0.99655013799448,0.0721153846153846,0.901490578307901,"11","ciri","NB","5","0.1","1.5","167848135"
"213","edgeR-robust",0,464,464,0.450431034482759,0.995170193192272,0.091304347826087,0.898620897836502,"11","ciri","NB","5","0.1","1.5","167848135"
"214","DESeq2",0.31018711018711,463,463,0.581395348837209,0.99831876260928,0.024390243902439,0.76370735061692,"12","ciri","NB","5","0.1","1.5"," 51942901"
"215","voom",0,463,463,0.475161987041037,0.996089256958822,0.0717299578059072,0.901481918713584,"12","ciri","NB","5","0.1","1.5"," 51942901"
"216","edgeR-robust",0,463,463,0.483801295896328,0.994708994708995,0.0931174089068826,0.894548063484114,"12","ciri","NB","5","0.1","1.5"," 51942901"
"217","DESeq2",0.426677713338857,461,461,0.613418530351438,0.99918533604888,0.0103092783505155,0.73666579408669,"13","ciri","NB","5","0.1","1.5"," 95831643"
"218","voom",0,461,461,0.442516268980477,0.995191206778109,0.0933333333333333,0.907794208883726,"13","ciri","NB","5","0.1","1.5"," 95831643"
"219","edgeR-robust",0,461,461,0.466377440347072,0.996336157545226,0.0692640692640693,0.907292020065698,"13","ciri","NB","5","0.1","1.5"," 95831643"
"220","DESeq2",0.446253391776247,457,457,0.614147909967846,0.998719043552519,0.0154639175257732,0.74318931576593,"14","ciri","NB","5","0.1","1.5","232043715"
"221","voom",0,457,457,0.448577680525164,0.995616059067836,0.0848214285714286,0.904934420121193,"14","ciri","NB","5","0.1","1.5","232043715"
"222","edgeR-robust",0,457,457,0.459518599562363,0.994462390401477,0.102564102564103,0.900477775343097,"14","ciri","NB","5","0.1","1.5","232043715"
"223","DESeq2",0.368618462179621,468,468,0.594202898550725,0.996275605214153,0.0465116279069767,0.768295600984357,"15","ciri","NB","5","0.1","1.5","163641384"
"224","voom",0,468,468,0.446581196581197,0.997229277303163,0.0542986425339367,0.910593130028596,"15","ciri","NB","5","0.1","1.5","163641384"
"225","edgeR-robust",0,468,468,0.478632478632479,0.994689448164396,0.0931174089068826,0.9034719385389,"15","ciri","NB","5","0.1","1.5","163641384"
"226","DESeq2",0.426714195848186,459,459,0.594155844155844,0.997938994229184,0.0265957446808511,0.734190133903523,"16","ciri","NB","5","0.1","1.5","120944313"
"227","voom",0,459,459,0.437908496732026,0.995127610208817,0.0945945945945946,0.910338979623816,"16","ciri","NB","5","0.1","1.5","120944313"
"228","edgeR-robust",0,459,459,0.446623093681917,0.996983758700696,0.0596330275229358,0.901469703632935,"16","ciri","NB","5","0.1","1.5","120944313"
"229","DESeq2",0.349219562955255,469,469,0.571005917159763,0.997490139835066,0.035,0.754414127963242,"17","ciri","NB","5","0.1","1.5","192114541"
"230","voom",0,469,469,0.437100213219616,0.995387453874539,0.0888888888888889,0.890586521137066,"17","ciri","NB","5","0.1","1.5","192114541"
"231","edgeR-robust",0,469,469,0.462686567164179,0.995156826568266,0.0882352941176471,0.886775761414331,"17","ciri","NB","5","0.1","1.5","192114541"
"232","DESeq2",0.368541666666667,463,463,0.592592592592593,0.997414111562615,0.0351758793969849,0.742220364127845,"18","ciri","NB","5","0.1","1.5","207013860"
"233","voom",0,463,463,0.453563714902808,0.995619091537929,0.0829694323144105,0.911679650363963,"18","ciri","NB","5","0.1","1.5","207013860"
"234","edgeR-robust",0,463,463,0.468682505399568,0.995849665667512,0.0765957446808511,0.903072960527003,"18","ciri","NB","5","0.1","1.5","207013860"
"235","DESeq2",0.50425399460469,466,466,0.654838709677419,0.996632996632997,0.0333333333333333,0.745894745767558,"19","ciri","NB","5","0.1","1.5"," 22317071"
"236","voom",0,466,466,0.450643776824034,0.996554100620262,0.0666666666666667,0.912642999894503,"19","ciri","NB","5","0.1","1.5"," 22317071"
"237","edgeR-robust",0,466,466,0.5,0.994716287617735,0.08984375,0.90704600152428,"19","ciri","NB","5","0.1","1.5"," 22317071"
"238","DESeq2",0.445926234632215,464,464,0.62111801242236,0.997004706889174,0.0338164251207729,0.756363600206817,"20","ciri","NB","5","0.1","1.5"," 74718903"
"239","voom",0,464,464,0.476293103448276,0.995847750865052,0.0753138075313808,0.923057113311858,"20","ciri","NB","5","0.1","1.5"," 74718903"
"240","edgeR-robust",0,464,464,0.521551724137931,0.994694348327566,0.0867924528301887,0.920812204192025,"20","ciri","NB","5","0.1","1.5"," 74718903"
"241","DESeq2",0.407199334165626,462,462,0.584126984126984,0.99802683504341,0.0264550264550265,0.730205318775761,"21","ciri","NB","5","0.1","1.5"," 86038248"
"242","voom",0,462,462,0.402597402597403,0.99585635359116,0.0882352941176471,0.888259070579512,"21","ciri","NB","5","0.1","1.5"," 86038248"
"243","edgeR-robust",0,462,462,0.435064935064935,0.996777163904236,0.0651162790697674,0.880092609201725,"21","ciri","NB","5","0.1","1.5"," 86038248"
"244","DESeq2",0.465251768622555,463,463,0.566775244299674,0.996022978347327,0.0491803278688525,0.731232056351449,"22","ciri","NB","5","0.1","1.5","212447426"
"245","voom",0,463,463,0.431965442764579,0.994934377158646,0.0990990990990991,0.909295214015854,"22","ciri","NB","5","0.1","1.5","212447426"
"246","edgeR-robust",0,463,463,0.438444924406048,0.995164632742344,0.09375,0.900417692580451,"22","ciri","NB","5","0.1","1.5","212447426"
"247","DESeq2",0.407099854681337,467,467,0.611940298507463,0.997223324077747,0.0330188679245283,0.768255925570406,"23","ciri","NB","5","0.1","1.5","159923527"
"248","voom",0,467,467,0.4796573875803,0.995172413793103,0.0857142857142857,0.926723276477393,"23","ciri","NB","5","0.1","1.5","159923527"
"249","edgeR-robust",0,467,467,0.498929336188437,0.995402298850575,0.0790513833992095,0.923310443279432,"23","ciri","NB","5","0.1","1.5","159923527"
"250","DESeq2",0.291170945522855,465,465,0.474576271186441,0.998027613412229,0.0344827586206897,0.769621791716999,"24","ciri","NB","5","0.1","1.5"," 32939965"
"251","voom",0,465,465,0.404301075268817,0.995145631067961,0.100478468899522,0.89887675918055,"24","ciri","NB","5","0.1","1.5"," 32939965"
"252","edgeR-robust",0,465,465,0.427956989247312,0.993989828941285,0.115555555555556,0.892604109187261,"24","ciri","NB","5","0.1","1.5"," 32939965"
"253","DESeq2",0.466401507222106,456,456,0.63036303630363,0.997773820124666,0.0255102040816327,0.73702278143867,"25","ciri","NB","5","0.1","1.5"," 38962741"
"254","voom",0,456,456,0.403508771929825,0.997917148808146,0.0466321243523316,0.892913839795045,"25","ciri","NB","5","0.1","1.5"," 38962741"
"255","edgeR-robust",0,456,456,0.464912280701754,0.994908585975469,0.094017094017094,0.886201415364378,"25","ciri","NB","5","0.1","1.5"," 38962741"
"256","DESeq2",0.504056584148117,469,469,0.652173913043478,0.997122302158273,0.0298507462686567,0.725061955584654,"26","ciri","NB","5","0.1","1.5","136368578"
"257","voom",0,469,469,0.420042643923241,0.994928538497003,0.100456621004566,0.896432921344669,"26","ciri","NB","5","0.1","1.5","136368578"
"258","edgeR-robust",0,469,469,0.471215351812367,0.994006454587367,0.105263157894737,0.891049101459703,"26","ciri","NB","5","0.1","1.5","136368578"
"259","DESeq2",0.485005170630817,466,466,0.592948717948718,0.997245179063361,0.031413612565445,0.744085573642627,"27","ciri","NB","5","0.1","1.5","197948537"
"260","voom",0,466,466,0.407725321888412,0.995193408102541,0.0995260663507109,0.905082826036347,"27","ciri","NB","5","0.1","1.5","197948537"
"261","edgeR-robust",0,466,466,0.444206008583691,0.99473563744564,0.1,0.90134010886297,"27","ciri","NB","5","0.1","1.5","197948537"
"262","DESeq2",0.349229487713453,462,462,0.578034682080925,0.997840949982008,0.029126213592233,0.77916167933449,"28","ciri","NB","5","0.1","1.5"," 45084651"
"263","voom",0,462,462,0.45021645021645,0.9963133640553,0.0714285714285714,0.91511261396054,"28","ciri","NB","5","0.1","1.5"," 45084651"
"264","edgeR-robust",0,462,462,0.510822510822511,0.994700460829493,0.0888030888030888,0.907757795200191,"28","ciri","NB","5","0.1","1.5"," 45084651"
"265","DESeq2",0.426644532060593,466,466,0.584097859327217,0.996305418719212,0.045,0.755230717506253,"29","ciri","NB","5","0.1","1.5"," 64660335"
"266","voom",0,466,466,0.44206008583691,0.99333792786584,0.123404255319149,0.902740845689767,"29","ciri","NB","5","0.1","1.5"," 64660335"
"267","edgeR-robust",0,466,466,0.48068669527897,0.992878474615208,0.12156862745098,0.891796787573859,"29","ciri","NB","5","0.1","1.5"," 64660335"
"268","DESeq2",0.387712743877127,473,473,0.564179104477612,0.998087954110899,0.0257731958762887,0.75411094378365,"30","ciri","NB","5","0.1","1.5","175933792"
"269","voom",0,473,473,0.412262156448203,0.99746835443038,0.0533980582524272,0.915478655206222,"30","ciri","NB","5","0.1","1.5","175933792"
"270","edgeR-robust",0,473,473,0.448202959830867,0.996547756041427,0.066079295154185,0.908398757289489,"30","ciri","NB","5","0.1","1.5","175933792"
"271","DESeq2",0.562196307094266,410,410,0.488461538461538,0.998702983138781,0.0155038759689922,0.73437339581167," 1","circexplorer2_star","NB","5","0.1","1.5"," 16439938"
"272","voom",0,410,410,0.35609756097561,0.998111171073934,0.0457516339869281,0.911561015097469," 1","circexplorer2_star","NB","5","0.1","1.5"," 16439938"
"273","edgeR-robust",0,410,410,0.390243902439024,0.99784133837021,0.0476190476190476,0.910400734471458," 1","circexplorer2_star","NB","5","0.1","1.5"," 16439938"
"274","DESeq2",0.504120213281629,388,388,0.533073929961089,0.998882057015092,0.0143884892086331,0.735763032770157," 2","circexplorer2_star","NB","5","0.1","1.5","182125900"
"275","voom",0,388,388,0.412371134020619,0.995987158908507,0.0857142857142857,0.898446161738181," 2","circexplorer2_star","NB","5","0.1","1.5","182125900"
"276","edgeR-robust",0,388,388,0.407216494845361,0.998394863563403,0.0365853658536585,0.896712090373042," 2","circexplorer2_star","NB","5","0.1","1.5","182125900"
"277","DESeq2",0.54296205630355,397,397,0.535433070866142,1,0,0.732576755164821," 3","circexplorer2_star","NB","5","0.1","1.5","125273219"
"278","voom",0,397,397,0.415617128463476,0.997559652928417,0.0517241379310345,0.917896629821272," 3","circexplorer2_star","NB","5","0.1","1.5","125273219"
"279","edgeR-robust",0,397,397,0.415617128463476,0.999457700650759,0.0119760479041916,0.91124287634482," 3","circexplorer2_star","NB","5","0.1","1.5","125273219"
"280","DESeq2",0.484611626770884,410,410,0.437037037037037,0.997826086956522,0.0327868852459016,0.729832697756945," 4","circexplorer2_star","NB","5","0.1","1.5"," 17958653"
"281","voom",0,410,410,0.360975609756098,0.996471226927253,0.0807453416149068,0.886473477926963," 4","circexplorer2_star","NB","5","0.1","1.5"," 17958653"
"282","edgeR-robust",0,410,410,0.339024390243902,0.996742671009772,0.0794701986754967,0.885148367363153," 4","circexplorer2_star","NB","5","0.1","1.5"," 17958653"
"283","DESeq2",0.562168674698795,413,413,0.486590038314176,0.998071979434447,0.0230769230769231,0.731550083874299," 5","circexplorer2_star","NB","5","0.1","1.5","178334335"
"284","voom",0,413,413,0.409200968523002,0.997591651056998,0.050561797752809,0.909695985631544," 5","circexplorer2_star","NB","5","0.1","1.5","178334335"
"285","edgeR-robust",0,413,413,0.382566585956416,0.997591651056998,0.0538922155688623,0.903746385370819," 5","circexplorer2_star","NB","5","0.1","1.5","178334335"
"286","DESeq2",0.581937363437728,417,417,0.524793388429752,0.996621621621622,0.0378787878787879,0.698739225799263," 6","circexplorer2_star","NB","5","0.1","1.5","123864505"
"287","voom",0,417,417,0.333333333333333,0.996488384656942,0.0855263157894737,0.907917102298714," 6","circexplorer2_star","NB","5","0.1","1.5","123864505"
"288","edgeR-robust",0,417,417,0.352517985611511,0.997298757428417,0.0636942675159236,0.911191630164264," 6","circexplorer2_star","NB","5","0.1","1.5","123864505"
"289","DESeq2",0.620647969052224,412,412,0.556521739130435,0.997759522031367,0.0229007633587786,0.693335931715558," 7","circexplorer2_star","NB","5","0.1","1.5"," 73363724"
"290","voom",0,412,412,0.359223300970874,0.997046186895811,0.0691823899371069,0.901551403647817," 7","circexplorer2_star","NB","5","0.1","1.5"," 73363724"
"291","edgeR-robust",0,412,412,0.342233009708738,0.998657357679914,0.0342465753424658,0.902635619909691," 7","circexplorer2_star","NB","5","0.1","1.5"," 73363724"
"292","DESeq2",0.542920029347029,418,418,0.488888888888889,0.99624765478424,0.0434782608695652,0.735489202191234," 8","circexplorer2_star","NB","5","0.1","1.5","138270142"
"293","voom",0,418,418,0.34688995215311,0.996731135930264,0.0764331210191083,0.897000152494854," 8","circexplorer2_star","NB","5","0.1","1.5","138270142"
"294","edgeR-robust",0,418,418,0.363636363636364,0.997275946608554,0.0617283950617284,0.898141583000864," 8","circexplorer2_star","NB","5","0.1","1.5","138270142"
"295","DESeq2",0.562150328387254,414,414,0.55421686746988,0.998065764023211,0.0212765957446809,0.709011027350809," 9","circexplorer2_star","NB","5","0.1","1.5","132426250"
"296","voom",0,414,414,0.415458937198068,0.996754124966189,0.0652173913043478,0.901044913031718," 9","circexplorer2_star","NB","5","0.1","1.5","132426250"
"297","edgeR-robust",0,414,414,0.400966183574879,0.997295104138491,0.0568181818181818,0.899321031937372," 9","circexplorer2_star","NB","5","0.1","1.5","132426250"
"298","DESeq2",0.601019912578922,409,409,0.418867924528302,0.998548621190131,0.0176991150442478,0.750153100137708,"10","circexplorer2_star","NB","5","0.1","1.5","249199750"
"299","voom",0,409,409,0.327628361858191,0.999191156645996,0.0218978102189781,0.903311247800731,"10","circexplorer2_star","NB","5","0.1","1.5","249199750"
"300","edgeR-robust",0,409,409,0.349633251833741,0.998921542194662,0.0272108843537415,0.906912149855537,"10","circexplorer2_star","NB","5","0.1","1.5","249199750"
"301","DESeq2",0.620453990724921,415,415,0.602620087336245,0.996229260935143,0.034965034965035,0.690580027879033,"11","circexplorer2_star","NB","5","0.1","1.5","245746941"
"302","voom",0,415,415,0.392771084337349,0.994024986420424,0.118918918918919,0.906366367152476,"11","circexplorer2_star","NB","5","0.1","1.5","245746941"
"303","edgeR-robust",0,415,415,0.390361445783133,0.997284084736556,0.0581395348837209,0.908015549432929,"11","circexplorer2_star","NB","5","0.1","1.5","245746941"
"304","DESeq2",0.562255859375,407,407,0.461240310077519,0.997394136807818,0.032520325203252,0.73371561511979,"12","circexplorer2_star","NB","5","0.1","1.5","111175227"
"305","voom",0,407,407,0.368550368550369,0.997831390620764,0.0506329113924051,0.915630371987111,"12","circexplorer2_star","NB","5","0.1","1.5","111175227"
"306","edgeR-robust",0,407,407,0.361179361179361,0.998644619137978,0.0328947368421053,0.913452771137782,"12","circexplorer2_star","NB","5","0.1","1.5","111175227"
"307","DESeq2",0.523542327396926,401,401,0.471264367816092,0.999408983451537,0.00806451612903226,0.731636970310837,"13","circexplorer2_star","NB","5","0.1","1.5","254768859"
"308","voom",0,401,401,0.341645885286783,0.997025419145484,0.0743243243243243,0.892967351766608,"13","circexplorer2_star","NB","5","0.1","1.5","254768859"
"309","edgeR-robust",0,401,401,0.344139650872818,0.998107084910763,0.0482758620689655,0.895155971617738,"13","circexplorer2_star","NB","5","0.1","1.5","254768859"
"310","DESeq2",0.620320855614973,413,413,0.567685589519651,0.99774943735934,0.0225563909774436,0.692986582384318,"14","circexplorer2_star","NB","5","0.1","1.5"," 27680804"
"311","voom",0,413,413,0.380145278450363,0.998919211024048,0.0248447204968944,0.914119474286448,"14","circexplorer2_star","NB","5","0.1","1.5"," 27680804"
"312","edgeR-robust",0,413,413,0.365617433414044,0.998108619292083,0.0443037974683544,0.91259577118415,"14","circexplorer2_star","NB","5","0.1","1.5"," 27680804"
"313","DESeq2",0.62041312272175,401,401,0.489270386266094,1,0,0.707437115343037,"15","circexplorer2_star","NB","5","0.1","1.5"," 39620033"
"314","voom",0,401,401,0.311720698254364,0.998653742595584,0.0384615384615385,0.88841036880067,"15","circexplorer2_star","NB","5","0.1","1.5"," 39620033"
"315","edgeR-robust",0,401,401,0.329177057356608,0.998384491114701,0.0434782608695652,0.885214266434077,"15","circexplorer2_star","NB","5","0.1","1.5"," 39620033"
"316","DESeq2",0.543185710790311,403,403,0.451737451737452,0.998134328358209,0.025,0.73433403922266,"16","circexplorer2_star","NB","5","0.1","1.5","109781085"
"317","voom",0,403,403,0.337468982630273,0.99728555917481,0.0684931506849315,0.896065542632211,"16","circexplorer2_star","NB","5","0.1","1.5","109781085"
"318","edgeR-robust",0,403,403,0.30272952853598,0.998914223669924,0.0317460317460317,0.89746385011437,"16","circexplorer2_star","NB","5","0.1","1.5","109781085"
"319","DESeq2",0.523416646445038,425,425,0.440740740740741,0.997638724911452,0.032520325203252,0.721756748153807,"17","circexplorer2_star","NB","5","0.1","1.5","198277812"
"320","voom",0,425,425,0.322352941176471,0.996212121212121,0.0927152317880795,0.888608670741024,"17","circexplorer2_star","NB","5","0.1","1.5","198277812"
"321","edgeR-robust",0,425,425,0.324705882352941,0.996753246753247,0.08,0.883361981156099,"17","circexplorer2_star","NB","5","0.1","1.5","198277812"
"322","DESeq2",0.543642110381717,397,397,0.480314960629921,0.99630314232902,0.046875,0.731949524555805,"18","circexplorer2_star","NB","5","0.1","1.5","178951689"
"323","voom",0,397,397,0.382871536523929,0.993810548977395,0.131428571428571,0.89124874936621,"18","circexplorer2_star","NB","5","0.1","1.5","178951689"
"324","edgeR-robust",0,397,397,0.370277078085642,0.995425188374596,0.103658536585366,0.892338054786573,"18","circexplorer2_star","NB","5","0.1","1.5","178951689"
"325","DESeq2",0.581667479278401,406,406,0.523206751054852,1,0,0.69999753428017,"19","circexplorer2_star","NB","5","0.1","1.5","172029952"
"326","voom",0,406,406,0.364532019704433,0.997564935064935,0.0573248407643312,0.906887755102039,"19","circexplorer2_star","NB","5","0.1","1.5","172029952"
"327","edgeR-robust",0,406,406,0.376847290640394,0.997835497835498,0.0496894409937888,0.899844459727465,"19","circexplorer2_star","NB","5","0.1","1.5","172029952"
"328","DESeq2",0.581647398843931,398,398,0.552941176470588,0.997975708502024,0.0208333333333333,0.74212966805257,"20","circexplorer2_star","NB","5","0.1","1.5","105521171"
"329","voom",0,398,398,0.374371859296482,0.996270644645711,0.0858895705521472,0.897165971037928,"20","circexplorer2_star","NB","5","0.1","1.5","105521171"
"330","edgeR-robust",0,398,398,0.35929648241206,0.998401704848162,0.0402684563758389,0.902612422795919,"20","circexplorer2_star","NB","5","0.1","1.5","105521171"
"331","DESeq2",0.562272396212673,391,391,0.472803347280335,0.996803069053708,0.0423728813559322,0.714565862265787,"21","circexplorer2_star","NB","5","0.1","1.5","188296442"
"332","voom",0,391,391,0.337595907928389,0.996512875536481,0.0896551724137931,0.90386842365235,"21","circexplorer2_star","NB","5","0.1","1.5","188296442"
"333","edgeR-robust",0,391,391,0.337595907928389,0.997049356223176,0.0769230769230769,0.899885637684818,"21","circexplorer2_star","NB","5","0.1","1.5","188296442"
"334","DESeq2",0.601270461763987,413,413,0.482905982905983,1,0,0.693657556058533,"22","circexplorer2_star","NB","5","0.1","1.5","183171507"
"335","voom",0,413,413,0.37046004842615,0.997282608695652,0.0613496932515337,0.888541885987998,"22","circexplorer2_star","NB","5","0.1","1.5","183171507"
"336","edgeR-robust",0,413,413,0.322033898305085,0.998369565217391,0.0431654676258993,0.886169925781662,"22","circexplorer2_star","NB","5","0.1","1.5","183171507"
"337","DESeq2",0.62043795620438,406,406,0.521929824561403,0.995495495495496,0.048,0.6951428491632,"23","circexplorer2_star","NB","5","0.1","1.5","176202525"
"338","voom",0,406,406,0.359605911330049,0.99622030237581,0.0875,0.881186894211026,"23","circexplorer2_star","NB","5","0.1","1.5","176202525"
"339","edgeR-robust",0,406,406,0.312807881773399,0.997840172786177,0.0592592592592593,0.880556168806988,"23","circexplorer2_star","NB","5","0.1","1.5","176202525"
"340","DESeq2",0.562210859508157,411,411,0.541501976284585,0.998705501618123,0.0143884892086331,0.71890898031409,"24","circexplorer2_star","NB","5","0.1","1.5"," 58522107"
"341","voom",0,411,411,0.396593673965937,0.996753246753247,0.0685714285714286,0.904850775744937,"24","circexplorer2_star","NB","5","0.1","1.5"," 58522107"
"342","edgeR-robust",0,411,411,0.394160583941606,0.998647186147186,0.029940119760479,0.900816691418881,"24","circexplorer2_star","NB","5","0.1","1.5"," 58522107"
"343","DESeq2",0.600910834132311,411,411,0.583690987124464,0.996508379888268,0.0354609929078014,0.697289249183741,"25","circexplorer2_star","NB","5","0.1","1.5","239090100"
"344","voom",0,411,411,0.386861313868613,0.994948152087211,0.106741573033708,0.902592945526862,"25","circexplorer2_star","NB","5","0.1","1.5","239090100"
"345","edgeR-robust",0,411,411,0.389294403892944,0.996809359212975,0.0697674418604651,0.896751847459941,"25","circexplorer2_star","NB","5","0.1","1.5","239090100"
"346","DESeq2",0.62033650329188,406,406,0.619718309859155,0.996279761904762,0.0364963503649635,0.669490124452562,"26","circexplorer2_star","NB","5","0.1","1.5"," 17342036"
"347","voom",0,406,406,0.374384236453202,0.995940460081191,0.0898203592814371,0.9024497223648,"26","circexplorer2_star","NB","5","0.1","1.5"," 17342036"
"348","edgeR-robust",0,406,406,0.386699507389163,0.996752368064953,0.0710059171597633,0.900746582054034,"26","circexplorer2_star","NB","5","0.1","1.5"," 17342036"
"349","DESeq2",0.639737991266376,419,419,0.611607142857143,0.995241871530531,0.041958041958042,0.683284597343185,"27","circexplorer2_star","NB","5","0.1","1.5","112225671"
"350","voom",0,419,419,0.393794749403341,0.995949230353767,0.0833333333333333,0.912479528628339,"27","circexplorer2_star","NB","5","0.1","1.5","112225671"
"351","edgeR-robust",0,419,419,0.400954653937947,0.996219281663516,0.0769230769230769,0.904243608194865,"27","circexplorer2_star","NB","5","0.1","1.5","112225671"
"352","DESeq2",0.562515114873035,396,396,0.458167330677291,0.996790757381258,0.0416666666666667,0.729165147057631,"28","circexplorer2_star","NB","5","0.1","1.5","177281111"
"353","voom",0,396,396,0.338383838383838,0.997058036908264,0.0758620689655172,0.896146203949093,"28","circexplorer2_star","NB","5","0.1","1.5","177281111"
"354","edgeR-robust",0,396,396,0.363636363636364,0.996523134527949,0.0828025477707006,0.897165355075224,"28","circexplorer2_star","NB","5","0.1","1.5","177281111"
"355","DESeq2",0.639874487086652,417,417,0.590308370044053,0.998418972332016,0.0147058823529412,0.691013694680327,"29","circexplorer2_star","NB","5","0.1","1.5","107760552"
"356","voom",0,417,417,0.381294964028777,0.995705850778315,0.0914285714285714,0.90000238134774,"29","circexplorer2_star","NB","5","0.1","1.5","107760552"
"357","edgeR-robust",0,417,417,0.366906474820144,0.998121309715513,0.04375,0.900556849206626,"29","circexplorer2_star","NB","5","0.1","1.5","107760552"
"358","DESeq2",0.38777994157741,409,409,0.378289473684211,0.998190863862506,0.0336134453781513,0.774885632871106,"30","circexplorer2_star","NB","5","0.1","1.5","186019688"
"359","voom",0,409,409,0.320293398533007,0.997837253311706,0.0575539568345324,0.906219284799764,"30","circexplorer2_star","NB","5","0.1","1.5","186019688"
"360","edgeR-robust",0,409,409,0.327628361858191,0.998918626655853,0.0289855072463768,0.900196048492588,"30","circexplorer2_star","NB","5","0.1","1.5","186019688"
